"","Id","AgeReviewer","GenderReviewer","RevRating","RevType","RevLen","WordCount","AvgWordLen","SentiG2","SentiG3","SentiGPol","SentiGSub","SentiR2","SentiR3","SentiRPol","App","AppCat","nReviews","nInstalls","ContRating","lRevLen","AppRating"
"1408",1737,NA,NA,4.5,"Long",177,25,3.04676617229011,"Negative","Neutral",0.278208715294753,0.463797027143634,"Negative","Negative",-0.378583480980342,"Bubble Shooter","GAME",16898,"10000000+","Mature",5.18178355029209,4.68
"356",5508,NA,NA,4.5,"Short",15,2,5.3788191146,"Positive","Neutral",-0.403276383605663,0.213797789406328,"Positive","Positive",0.470853541311718,"Candy Crush Soda Saga","GAME",1491666,"100000000+","Teen",2.77258872223978,4.7
"2438",6535,NA,NA,4.32,"Short",86,8,3.59015036443607,"Positive","Neutral",0.217760273359414,0.546812175772506,"Positive","Positive",0.400903378635512,"BiggerCity Chat for gay bears chubs chasers","DATING",18887397,"100000+","Everyone 10+",4.46590811865458,4.57
"1405",871,NA,NA,4.59,"Long",184,32,2.96370893530682,"Negative","Negative",0.40407856560219,0.556343411380519,"Negative","Negative",-0.713773601537419,"Baby puzzles","FAMILY",4019,"5000000+","Teen",5.22035582507832,4.31
"1585",341,NA,NA,4.46,"Short",54,11,3.43513978591803,"Negative","Negative",0.143082855937133,0.50738404081214,"Negative","Negative",-0.408096244782695,"Battlelands Royale","GAME",1173,"1000000+","Mature",4.00733318523247,4.61
"1996",5886,NA,NA,4.29,"Short",55,8,3.67396527336364,"Positive","Positive",-0.53965237435205,0.692417514890141,"Positive","Positive",0.154315992267533,"A Mobile","FINANCE",1942740,"10000+","Teen",4.02535169073515,4.54
"1090",5657,NA,NA,4.42,"Short",35,2,5.36754509210909,"Negative","Negative",-0.309568061488926,0.375623690881945,"Positive","Neutral",-0.292074898612494,"Barbie?Fashion Closet","GAME",1537719,"10000000+","Teen",3.58351893845611,4.51
"2268",5810,NA,NA,4.47,"Short",33,5,4.11492489075758,"Positive","Positive",-0.149675416683666,0.454822320157274,"Positive","Positive",-0.0223554015850899,"Educational Games for Kids","FAMILY",1824243,"1000000+","Teen",3.52636052461616,4.61
"2404",5952,NA,NA,4.3,"Long",118,20,3.18601497086102,"Positive","Positive",-0.704536510451634,0.646273984634092,"Positive","Positive",0.0844167595969761,"Chapters Interactive Stories","GAME",2835953,"1000000+","Everyone 10+",4.77912349311153,4.53
"1401",4019,NA,NA,4.32,"Long",134,19,3.21459287296875,"Negative","Negative",0.123020583379681,0.449506920559942,"Negative","Neutral",0.222986608167278,"Agario","GAME",224817,"100000000+","Teen",4.90527477843843,4.64
"2207",4329,NA,NA,4.39,"Long",129,22,3.10092944736241,"Negative","Neutral",-0.581955009376892,0.562967723620444,"Positive","Neutral",0.164412730838721,"Candy Bomb","GAME",253183,"10000000+","Mature",4.86753445045558,4.61
"107",4382,NA,NA,4.39,"Short",32,5,3.767135315825,"Positive","Neutral",-0.0471208637889875,0.525520009321655,"Positive","Neutral",0.342170759780247,"Crossy Road","GAME",336181,"100000000+","Mature",3.49650756146648,4.54
"975",3647,NA,NA,4.48,"Short",44,8,3.69689714517959,"Negative","Neutral",0.0211371450750554,0.44167902207624,"Positive","Neutral",-0.0119166401834628,"DRAGON BALL LEGENDS","GAME",136650,"5000000+","Everyone",3.80666248977032,4.64
"1339",6116,NA,NA,4.42,"Short",15,2,5.08498003573333,"Positive","Positive",-0.057428704018467,0.525367870491347,"Positive","Positive",0.0703374814801055,"Fruits Bomb","GAME",4155843,"10000000+","Teen",2.77258872223978,4.36
"816",2538,NA,NA,4.43,"Short",27,4,4.67711722271111,"Positive","Positive",0.0352435401699874,0.840280372180273,"Positive","Neutral",0.393030994989542,"BBW Dating Curvy Singles Chat LargeFriends","DATING",29885,"10000+","Everyone 10+",3.3322045101752,4.72
"30",3132,NA,NA,4.32,"Long",103,22,2.94796111247961,"Positive","Neutral",0.580255704655337,0.56139669601616,"Negative","Neutral",0.209122470029162,"Angry Birds Rio","GAME",90688,"100000000+","Teen",4.64439089914137,4.26
"1763",1456,NA,NA,4.35,"Short",72,8,3.54399551354545,"Negative","Negative",-0.16239160094465,0.453710428316512,"Negative","Negative",0.301070034428697,"DINO HUNTER DEADLY SHORES","GAME",12989,"10000000+","Everyone",4.29045944114839,4.54
"927",6292,NA,NA,4.43,"Short",108,13,3.44535103967312,"Negative","Negative",-0.126245452794779,0.441087355310314,"Positive","Positive",-0.182466822419499,"Choices Stories You Play","FAMILY",7452908,"10000000+","Everyone",4.69134788222914,4.43
"1253",1211,NA,NA,4.29,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Flow Free","FAMILY",9345,"100000000+","Teen",NA,4.87
"1686",3566,NA,NA,4.38,"Long",162,27,3.06361426537317,"Negative","Neutral",-0.338461152469503,0.430271260604863,"Positive","Neutral",-0.0992448253973864,"2RedBeans","DATING",90186,"10000+","Everyone 10+",5.09375020080676,4.61
"468",1610,NA,NA,4.58,"Long",722,90,3.02426995887234,"Negative","Negative",-0.0092869552652854,0.638088751233391,"Negative","Negative",0.0303890514581239,"Helix Jump","GAME",16427,"100000000+","Teen",6.58340922215876,4.37
"2260",6408,NA,NA,4.22,"Long",141,18,3.40405157092766,"Positive","Positive",0.343603835406395,0.486599440006472,"Positive","Positive",0.806100237372088,"Color Road","GAME",10945847,"10000000+","Mature",4.95582705760126,4.27
"2043",4043,NA,NA,4.31,"Long",154,22,3.2910008804,"Negative","Negative",-0.205089472630638,0.638164693837657,"Negative","Neutral",0.0568411542921316,"Agario","GAME",230067,"100000000+","Teen",5.04342511691925,4.64
"887",4763,NA,NA,4.24,"Short",63,10,3.35621805329206,"Positive","Positive",-0.313357403966102,0.665959221676326,"Positive","Positive",0.737352283100651,"95Live SG1 Live Streaming App","DATING",376634,"1000000+","Everyone",4.15888308335967,4.49
"78",1235,NA,NA,4.28,"Short",26,5,3.77205054035,"Negative","Negative",-0.17241159743677,0.436293649418599,"Negative","Negative",-0.422132654131711,"Candy Crush Jelly Saga","GAME",9711,"50000000+","Mature",3.29583686600433,4.56
"2150",2202,NA,NA,4.54,"Long",87,16,3.1476607966902,"Negative","Negative",0.457044414480601,0.449869467648982,"Negative","Neutral",0.284758554991452,"Flip the Gun Simulator Game","GAME",28449,"10000000+","Mature",4.47733681447821,4.7
"226",4949,NA,NA,4.34,"Short",49,5,3.9760997516,"Negative","Negative",-0.0756851253854149,0.481315309947973,"Positive","Neutral",-0.0606930760288769,"Hello Kitty Lunchbox","FAMILY",535764,"5000000+","Mature",3.91202300542815,4.62
"1445",3733,NA,NA,4.37,"Long",148,22,3.04492003260952,"Negative","Negative",0.266898720241436,0.489529068462335,"Negative","Neutral",-0.0745663549650232,"Bank of America Mobile Banking","FINANCE",148708,"10000000+","Teen",5.00394630594546,4.73
"2062",3368,NA,NA,4.34,"Short",24,5,4.5615617827,"Negative","Neutral",-0.461680289207436,0.364042144695273,"Negative","Neutral",-0.284458114191813,"Dominos Game вп","FAMILY",81522,"1000000+","Mature",3.2188758248682,4.54
"1127",6113,NA,NA,4.03,"Long",170,31,3.01988955025882,"Positive","Positive",0.755736469890448,0.560509460667969,"Positive","Positive",0.335355639085514,"Fruits Bomb","GAME",4109545,"10000000+","Mature",5.14166355650266,4.36
"116",3140,NA,NA,4.38,"Long",209,32,2.95608789208507,"Negative","Neutral",-0.037148488760747,0.647710733132158,"Positive","Neutral",-0.540188947085198,"Build a Bridge","FAMILY",81663,"10000000+","Teen",5.34710753071747,4.52
"416",4894,NA,NA,4.43,"Long",143,19,3.31500851187552,"Positive","Positive",-0.343653592443358,0.597888944420801,"Positive","Neutral",0.474727812570484,"Altos Adventure","GAME",561228,"10000000+","Teen",4.969813299576,4.63
"1065",3820,NA,NA,4.48,"Short",75,11,3.4450180244,"Negative","Neutral",0.0808981461397428,0.438867669402117,"Positive","Neutral",0.0379489836032369,"Cooking Madness A Chefs Restaurant Games","GAME",162114,"10000000+","Teen",4.33073334028633,4.4
"882",6053,NA,NA,4.51,"Long",93,17,3.16351005413333,"Positive","Positive",0.561869175832642,0.605689861180659,"Positive","Positive",0.807415069110668,"FINAL FANTASY BRAVE EXVIUS","GAME",3947450,"5000000+","Everyone",4.54329478227,4.45
"24",1019,NA,NA,4.18,"Short",31,9,3.56602585870196,"Negative","Negative",-0.230763979956323,0.462947014808533,"Negative","Negative",-0.0168981524633137,"Coloring Learn","FAMILY",5316,"5000000+","Mature",3.46573590279973,4.77
"2073",3524,NA,NA,4.4,"Short",61,9,3.64604664462623,"Positive","Neutral",-0.930508680017434,0.60462449531153,"Positive","Neutral",-0.132022375935512,"Associated Credit Union Mobile","FINANCE",96063,"50000+","Teen",4.12713438504509,4.35
"213",3821,NA,NA,4.28,"Short",61,9,3.52938096598519,"Negative","Negative",0.11850264389134,0.520898952786044,"Negative","Neutral",-0.137132786363912,"Cooking Madness A Chefs Restaurant Games","GAME",162219,"10000000+","Mature",4.12713438504509,4.4
"309",22,NA,NA,4.36,"Short",20,4,4.2757283487,"Negative","Negative",0.112124432206649,0.410082816299375,"Negative","Negative",-0.529327669978454,"Hay Day","FAMILY",70,"100000000+","Mature",3.04452243772342,4.52
"895",1054,NA,NA,4.3,"Long",104,18,3.33703571453793,"Negative","Negative",0.606860169377156,0.473343039189514,"Negative","Negative",-0.332831518656454,"Avakin Life 3D virtual world","FAMILY",7093,"10000000+","Everyone",4.65396035015752,4.41
"2013",5783,NA,NA,4.33,"Short",70,9,3.77209709497143,"Positive","Positive",0.130903608047366,0.583089911158262,"Positive","Positive",0.218412302254807,"Barclays US for Android","FINANCE",1749313,"1000000+","Mature",4.26267987704132,4.73
"1862",6074,NA,NA,4.43,"Long",200,32,3.08343531725,"Positive","Positive",0.384688758521271,0.750149611695419,"Positive","Positive",0.339013761695113,"Fruits Bomb","GAME",3842213,"10000000+","Teen",5.30330490805908,4.36
"729",6441,NA,NA,4.55,"Short",79,8,3.67021169036393,"Negative","Neutral",-0.296184672829316,0.448203384279795,"Positive","Positive",0.735588881660563,"Christian Dating For Free App","DATING",11732177,"500000+","Everyone 10+",4.38202663467388,4.41
"812",3084,NA,NA,4.5,"Short",67,13,3.27528444685128,"Negative","Neutral",-0.024722302921201,0.311390546212098,"Negative","Neutral",-0.0482271699111006,"Hily Dating Chat Match Meet Hook up","DATING",61306,"100000+","Everyone 10+",4.21950770517611,4.7
"543",3926,NA,NA,4.63,"Short",0,2,5.7091389382,NA,"Negative",NA,0.472613613179443,"Positive","Neutral",NA,"A Call From Santa Claus","FAMILY",144982,"1000000+","Teen",0,4.6
"2476",6050,NA,NA,4.18,"Short",109,14,3.4061605241633,"Positive","Positive",0.207353452800987,0.376268643373458,"Positive","Positive",0.480274112150213,"FINAL FANTASY BRAVE EXVIUS","GAME",3913094,"5000000+","Everyone",4.70048036579242,4.45
"51",915,NA,NA,4.47,"Long",776,111,2.97779963145909,"Negative","Negative",-0.0199737290609037,0.65067829935339,"Negative","Negative",0.128556408967678,"Ecobank Mobile Banking","FINANCE",4349,"1000000+","Teen",6.65544035036765,4.38
"2094",4923,NA,NA,4.59,"Long",175,32,3.02409574543333,"Negative","Negative",-0.658853095946786,0.650886000217128,"Positive","Neutral",0.281126103756288,"Altos Adventure","GAME",582704,"10000000+","Mature",5.17048399503815,4.63
"304",2499,NA,NA,4.33,"Short",41,5,3.88781573630732,"Positive","Neutral",-0.374467873250214,0.349575135175935,"Negative","Neutral",0.584448261042966,"Expense IQ Money Manager","FINANCE",35858,"1000000+","Mature",3.73766961828337,4.75
"1946",4862,NA,NA,4.41,"Short",77,9,3.54819305923636,"Negative","Negative",-0.06535428294585,0.533975254893239,"Positive","Neutral",0.30094027534816,"Altos Adventure","GAME",540449,"10000000+","Teen",4.35670882668959,4.63
"772",2993,NA,NA,4.38,"Long",292,51,2.84741717208816,"Negative","Neutral",-0.378496554646033,0.675540758237947,"Negative","Neutral",-0.263514506965744,"Hitwe meet people and chat","DATING",70548,"10000000+","Everyone 10+",5.68017260901707,4.39
"841",1868,NA,NA,4.26,"Short",46,9,3.50773559503607,"Negative","Negative",-0.270825097369771,0.376883961243373,"Negative","Neutral",-0.135424903753021,"Cougar Dating Life Date Older Women Sugar Mummy","DATING",15978,"500000+","Everyone 10+",3.85014760171006,4.33
"1268",4248,NA,NA,4.38,"Short",59,9,3.86095535702034,"Positive","Positive",0.33025186741115,0.553731574503718,"Positive","Neutral",-0.131481749422009,"Dude Perfect 2","GAME",258009,"10000000+","Teen",4.0943445622221,4.72
"1643",6649,NA,NA,4.59,"Long",233,30,3.11342128610577,"Positive","Neutral",-0.500912613196908,0.721362139231687,"Positive","Positive",0.593566675558852,"Free Dating App YoCutie Flirt Chat Meet","DATING",94631976,"1000000+","Everyone 10+",5.4553211153577,4.47
"1288",4999,NA,NA,4.43,"Long",130,22,3.08173906409231,"Positive","Positive",0.557788033866351,0.562942049830388,"Positive","Positive",-0.310509010139375,"Citibanamex Movil","FINANCE",577057,"5000000+","Mature",4.87519732320115,4.51
"1614",2252,NA,NA,4.46,"Long",104,15,3.4761302375,"Negative","Negative",-0.0137232632798675,0.39536657063433,"Negative","Negative",0.556740438131439,"Herpes Positive Singles Dating","DATING",21436,"10000+","Everyone 10+",4.65396035015752,4.45
"912",5064,NA,NA,4.48,"Short",56,10,3.4128515334274,"Negative","Neutral",0.123501190447258,0.676063422413667,"Positive","Neutral",0.0213166936567807,"Garena Free Fire","GAME",807902,"100000000+","Everyone",4.04305126783455,4.63
"1623",2746,NA,NA,4.33,"Short",62,10,3.32933521470968,"Positive","Positive",-0.791059624637851,0.5144578106645,"Positive","Neutral",0.321121940082761,"FastMeet Chat Dating Love","DATING",47642,"1000000+","Everyone 10+",4.14313472639153,4.56
"665",1517,NA,NA,4.42,"Long",97,16,3.21223974101468,"Negative","Negative",-0.107885231502407,0.510546927241806,"Negative","Negative",0.0993138929769519,"Color by Number ?New Coloring Book","GAME",12542,"5000000+","Mature",4.58496747867057,4.36
"382",1707,NA,NA,4.15,"Short",54,10,3.19899380448485,"Negative","Negative",-0.123081654824814,0.46475891532805,"Negative","Negative",0.0695866558987839,"Bubble Shooter","GAME",16413,"10000000+","Teen",4.00733318523247,4.68
"1017",5248,NA,NA,4.63,"Short",39,5,3.99432514288571,"Negative","Negative",0.652415758540876,0.563404874637928,"Positive","Neutral",-0.0955334545929123,"Angry Birds Classic","GAME",999776,"100000000+","Teen",3.68887945411394,4.5
"605",20,NA,NA,4.32,"Short",10,5,3.78380110707586,"Negative","Negative",0.0386252860858319,0.461252761256434,"Negative","Negative",-0.984774271888808,"Hay Day","FAMILY",60,"100000000+","Teen",2.39789527279837,4.52
"418",1578,NA,NA,4.15,"Long",302,37,3.07427887073426,"Negative","Negative",-0.288326790291988,0.441046785607669,"Negative","Negative",-0.0788869283445224,"Baseball Boy","GAME",13755,"10000000+","Teen",5.71373280550937,4.55
"873",6048,NA,NA,4.5,"Long",115,15,3.31422810009565,"Positive","Positive",0.197879465092548,0.377571620707541,"Positive","Positive",0.136512248410421,"FINAL FANTASY BRAVE EXVIUS","GAME",3907439,"5000000+","Everyone",4.75359019110636,4.45
"1214",5,NA,NA,4.21,"Short",31,4,4.58610418563333,"Negative","Negative",-0.962196500713412,0.345257452205682,"Negative","Negative",-0.769746272372731,"Hay Day","FAMILY",20,"100000000+","Mature",3.46573590279973,4.52
"318",7,NA,NA,4.53,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Hay Day","FAMILY",28,"100000000+","Mature",NA,4.52
"1402",1157,NA,NA,4.67,"Long",183,21,3.29919089627561,"Negative","Negative",0.01521127133512,0.57869087778058,"Negative","Negative",-0.278266636672295,"Candy Pop Story","FAMILY",6785,"1000000+","Teen",5.21493575760899,4.62
"1437",1202,NA,NA,4.23,"Short",10,3,4.8506283476,"Negative","Negative",-0.0114651889599018,0.442242244077001,"Negative","Negative",0.0182749345880943,"Flow Free","FAMILY",9206,"100000000+","Teen",2.39789527279837,4.87
"2322",379,NA,NA,4.57,"Short",71,12,3.33475609506087,"Negative","Negative",0.37196391158328,0.511456868376458,"Negative","Negative",-0.478010837058611,"Battlelands Royale","GAME",1348,"1000000+","Mature",4.27666611901606,4.61
"2478",6347,NA,NA,4.26,"Long",122,15,3.73134698321356,"Negative","Neutral",0.0648679715415325,0.497845429212139,"Positive","Positive",0.386482312543289,"Asphalt 8 Airborne","GAME",10749626,"100000000+","Everyone",4.81218435537242,4.35
"1062",5822,NA,NA,4.34,"Short",52,5,3.73831958755294,"Negative","Neutral",0.180107773894124,0.653025005754489,"Positive","Positive",-0.0477449285499867,"Educational Games for Kids","FAMILY",1852298,"1000000+","Mature",3.97029191355212,4.61
"2154",2730,NA,NA,4.35,"Long",117,20,3.04266131634839,"Negative","Negative",-0.654024600275477,0.495049417511408,"Negative","Neutral",0.0581035525975538,"Extreme Car Driving Simulator","GAME",58916,"100000000+","Teen",4.77068462446567,4.46
"2276",490,NA,NA,4.04,"Long",109,17,3.18539592922553,"Negative","Negative",0.0719438751612211,0.354691828050372,"Negative","Negative",0.494522504317438,"Dr Panda Restaurant 3","FAMILY",1696,"1000000+","Mature",4.70048036579242,4.79
"1975",828,NA,NA,4.23,"Short",73,14,3.13470307618442,"Negative","Negative",0.0141011633960781,0.577935917716969,"Negative","Negative",-0.221575224723754,"Candy Day","FAMILY",3644,"1000000+","Teen",4.30406509320417,4.67
"1783",1118,NA,NA,4.41,"Long",172,23,3.21898670006667,"Negative","Negative",-0.0934509179893625,0.626254934522571,"Negative","Negative",0.292649108398967,"Avakin Life 3D virtual world","FAMILY",8043,"10000000+","Everyone",5.15329159449778,4.41
"2291",120,NA,NA,4.37,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Hello Stars","GAME",332,"10000000+","Teen",NA,4.71
"2083",4187,NA,NA,4.33,"Long",162,28,3.20581345991429,"Negative","Negative",0.400937999875629,0.57056930903518,"Positive","Neutral",-0.0356895089819372,"Dude Perfect 2","GAME",240082,"10000000+","Mature",5.09375020080676,4.72
"824",6000,NA,NA,4.47,"Short",73,10,3.3414991694,"Positive","Positive",0.373100887159919,0.693006869715413,"Positive","Positive",0.0883505559877245,"Herpes Dating 1000K Singles","DATING",2532659,"10000+","Everyone 10+",4.30406509320417,4.63
"1853",5234,NA,NA,4.24,"Long",242,36,2.99877536082715,"Negative","Negative",0.143092769375104,0.710809486984826,"Positive","Neutral",0.16934220944416,"Angry Birds Classic","GAME",977273,"100000000+","Teen",5.49306144334055,4.5
"493",4361,NA,NA,4.52,"Short",33,5,4.12633461654545,"Positive","Neutral",0.00547252193202488,0.481773700915865,"Positive","Neutral",0.147088555912561,"Crossy Road","GAME",329885,"100000000+","Teen",3.52636052461616,4.54
"920",4733,NA,NA,4.5,"Long",376,50,3.14380704592821,"Negative","Neutral",0.120094788738427,0.526758304718602,"Positive","Neutral",-0.0419668995939684,"95Live SG1 Live Streaming App","DATING",362058,"1000000+","Everyone",5.93224518744801,4.49
"508",3777,NA,NA,4.32,"Short",7,3,4.98723611509412,"Negative","Neutral",0.00740600025285365,0.273392024803299,"Negative","Neutral",-0.0595470401362169,"Hide App Private Dating Safe Chat PrivacyHider","DATING",138120,"1000000+","Teen",2.07944154167984,4.57
"573",5241,NA,NA,4.3,"Long",445,56,3.3266199196427,"Positive","Positive",0.20958551723845,0.640082382585177,"Positive","Positive",-0.447865805317206,"Angry Birds Classic","GAME",993071,"100000000+","Teen",6.10031895202006,4.5
"1329",1706,NA,NA,4.27,"Short",44,7,3.62505275634545,"Positive","Neutral",0.428015662416396,0.557021219420319,"Negative","Neutral",0.481888164329078,"Bubble Shooter","GAME",16391,"10000000+","Teen",3.80666248977032,4.68
